scope_type,scope_value,n,relationship,x,y,pearson,spearman,spearman_ci95_low,spearman_ci95_high,spearman_permutation_p_two_sided
perturbation,context_injection,30,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.1767779355169087,0.21268997876591247,-0.032302799342300424,0.44556872744701836,0.2997002997002997
perturbation,context_injection,30,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.43548457173697297,0.34886079452322416,0.04545890998709238,0.6180690057498357,0.054945054945054944
perturbation,context_injection,30,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.1525177509097512,0.10029761970569845,-0.25751066395140265,0.488370736589804,0.6083916083916084
perturbation,formatting,30,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.576780932633078,0.22052374314304993,-0.21328171672823729,0.6054086522437212,0.23876123876123875
perturbation,formatting,30,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.5833240579870806,0.534273157525034,0.24448205775515758,0.768395918489147,0.003996003996003996
perturbation,formatting,30,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.5207331648762012,0.4025051961587949,0.08095776769983515,0.6763931731002534,0.024975024975024976
perturbation,formatting,30,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.6279344994000614,0.32650452224399396,-0.10427986113139118,0.6523472902115018,0.07092907092907093
perturbation,formatting,30,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.5216176891671475,0.2912701001980235,-0.18407748789723233,0.6645161625605946,0.11288711288711288
perturbation,formatting,30,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.45435044622192655,0.3462174008502972,-0.0061050186037059535,0.6114183801348667,0.053946053946053944
perturbation,formatting,30,single_sample,uncorrected_single_drift,abs_single_pass_rate_change,0.5015520683046811,0.4639468038162354,0.20222113391933833,0.6870661099443247,0.00999000999000999
perturbation,formatting,30,single_change_auxiliary,noise_corrected_drift,abs_single_pass_rate_change,0.46570626599673504,0.36183319103108647,-0.06308489540497456,0.6846458499612833,0.05194805194805195
perturbation,paraphrase,30,primary,noise_corrected_drift,abs_repeated_pass_rate_change,0.11948894567540416,0.11167375536407316,-0.23271021044897647,0.47109868215064715,0.5824175824175825
perturbation,paraphrase,30,raw_auxiliary,raw_perturbation_drift,abs_repeated_pass_rate_change,0.09914152344985763,0.29702961712209014,-0.042639192032229094,0.6009506847340957,0.11688311688311688
perturbation,paraphrase,30,single_vs_repeated_auxiliary,uncorrected_single_drift,abs_repeated_pass_rate_change,0.0846483642130375,0.22132320627214397,-0.12187808499834103,0.5303022640602093,0.25274725274725274
perturbation,paraphrase,30,signed_drop,noise_corrected_drift,repeated_pass_rate_drop,0.20386144759304392,0.16025441218090009,-0.1774288351529783,0.4806351302061158,0.3936063936063936
perturbation,paraphrase,30,harmful_drop_binary,noise_corrected_drift,harmful_correctness_drop,0.05040149653925135,0.14217778114791782,-0.20264459522637332,0.4761985384973058,0.48951048951048953
perturbation,paraphrase,30,raw_harmful_drop_binary,raw_perturbation_drift,harmful_correctness_drop,0.04739991287805563,0.22156392224521348,-0.0960454932455444,0.5177812452311686,0.26573426573426573
